17,"[305911655, 4081872088, 4081947337, 261313013, 261204774, 261298161, 261294421, 261212964, 261185537, 261138355, 305912687, 305912686, 305912685, 305912684, 305912683, 305912682, 305912657, 306085157, 266649142, 369630790, 7786136953, 7786136948, 256170706, 157719713, 261195090, 157719713, 256170706, 157719715, 734839838, 287235765, 256170756, 734853632, 305903057, 305903064, 305903066, 305903072, 294179072, 158733099, 305532355, 305532375, 305532408, 286471580, 288989536, 261158925, 261185794, 261195038, 261195039, 5753373514, 288989504, 261222040, 261272304, 261181213, 261240223, 261181213, 261181212, 261158931, 261158929, 261275101, 305515831, 5753373511, 261239001, 261123555, 261238999, 261147402, 261266758, 261147402, 261147403, 5225715085, 288989559, 11910718611, 1785056986, 288990116, 104509544, 4332799150, 104509544, 288990084, 288990074, 261266752, 261204800, 261266753, 261140900, 261140901, 261140902, 288990019, 158736274, 305901367, 305901377, 4081947339, 305911655]"
20,"[305527080, 305527051, 305527033, 153023595, 261221424, 261221422, 261147300, 261114298, 261158158, 261112294, 293816189, 344810034, 305896645, 305896646, 286899998, 286899999, 286900068, 286900080, 286900081, 262077547, 158731173, 286900085, 286900086, 257157895, 262158977, 262158813, 262158757, 257172685, 257157208, 257157069, 286900099, 2447758386, 250278855, 257168958, 1472093709, 1370022135, 1370022151, 1370022131, 1370022147, 1370022153, 257154379, 3921165858, 2053153108, 3921165860, 3740681147, 2395940291, 3921165857, 257095268, 257107908, 9727227089, 9727227090, 257107907, 153401283, 257109633, 257149878, 371296987, 1491768416, 257149795, 257149796, 1307861712, 257149798, 257171189, 257171646, 262161395, 257171700, 257170499, 257170498, 2447758411, 257170497, 257159479, 262156304, 257172492, 257172493, 257172787, 261128162, 305526404, 261128124, 261291009, 261134319, 261325385, 293816154, 261156573, 261132276, 1254503772, 305527033, 305527051, 305527080]"
19,"[250278999, 262224925, 102686391, 4384635718, 262224638, 1700860020, 262167580, 1924150989, 306080193, 262077007, 262167393, 262077010, 257393087, 257167965, 257389909, 257374458, 257374564, 257167962, 257169220, 257169207, 257169218, 257167960, 257110946, 257112973, 257109490, 257108489, 257108503, 257112419, 257108503, 260099994, 26794623, 257095285, 257374589, 257095290, 257095292, 257393086, 2650379781, 26794541, 262167608, 257967559, 262167513, 10769970542, 257967566, 250279004, 262170396, 262170191, 257967569, 257967570, 2650379809, 262170051, 656712873, 2650379823, 259379123, 259379124, 259380724, 259379125, 259379126, 32873349, 4070185569, 26099533, 26099532, 26099529, 250755865, 26099544, 258487701, 10845487547, 10845487550, 10845487555, 10845487558, 26794407, 10845487566, 10845487571, 10845487574, 26794425, 250278971, 250278972, 257972850, 26794523, 10845487567, 10845487570, 10845487559, 10845487562, 10845487551, 10845487554, 11544798461, 11544798465, 250755869, 250755865, 26099529, 26099532, 26099533, 4070185569, 32873349, 259379126, 259379125, 259380724, 259379124, 259379123, 2650379823, 250278972, 257972850, 26794523, 10845487567, 10845487570, 10845487559, 10845487562, 10845487551, 10845487554, 11544798461, 11544798465, 250755869, 250755865, 26099544, 258487701, 10845487547, 10845487550, 10845487555, 10845487558, 26794407, 10845487566, 10845487571, 10845487574, 26794425, 250278971, 257971135, 11544798456, 11544798460, 4335560700, 11544798438, 8778214542, 26794449, 26794540, 26794541, 262167608, 257967559, 262167513, 261147385, 1700860020, 262224638, 261153710, 261181583, 250278999]"
25,"[261253127, 261209725, 261209703, 2469322527, 261156132, 261160058, 261160059, 261209749, 261165880, 261209750, 261209751, 261209752, 261209753, 261209754, 261209755, 261209756, 261209757, 261209758, 739079116, 11237131880, 261209761, 261209762, 261197917, 261209763, 261209764, 261179342, 261166484, 261149050, 261133846, 261209765, 261180642, 261209765, 261344848, 261147773, 9517344758, 261147774, 9517344759, 4403642826, 4403642824, 261140314, 261331482, 261180641, 261180642, 261209765, 261344848, 261133844, 261149049, 261166483, 261179341, 261321146, 261284419, 261197916, 261346509, 261265084, 261250384, 261229770, 261224598, 261229164, 261343585, 261298516, 261280392, 261263800, 261299379, 261165879, 261211048, 261160056, 261156131, 261156132, 2469322527, 261209703, 261209725, 261253127]"
14,"[261290982, 261294941, 261264600, 4307742659, 261149698, 261262027, 261355868, 261302988, 1926176949, 261347784, 261210800, 261344364, 261309238, 261305929, 261305959, 261147633, 261214665, 261147633, 261305959, 261305929, 3586502021, 261302982, 261305933, 261149701, 261264602, 261294946, 261294943, 261210816, 261294941, 261290982]"
22,"[261191895, 717469076, 261191896, 261191897, 261255659, 261225225, 261225244, 717469468, 261198655, 261225243, 261225242, 261225241, 261163887, 261163886, 261163865, 261163864, 261163863, 261163861, 261163860, 261155421, 261155422, 261155423, 261210581, 261218380, 261114776, 261158761, 261285842, 261150745, 261211652, 261285840, 2876584077, 261275511, 716919261, 261180583, 261204868, 261173917, 261204867, 261210535, 261315910, 261173915, 261210536, 261180582, 261180581, 261275513, 2876584080, 2876584082, 2876584085, 2876584087, 2876584086, 2876584090, 2876584091, 2876584093, 2876584095, 2876584094, 261186282, 261186283, 261285786, 261180942, 261197691, 261332954, 261158752, 261158753, 261114767, 261225238, 261218350, 261155419, 261155420, 261155421, 261155422, 261155423, 261155424, 261155425, 261155426, 261155427, 261155428, 261155429, 261155430, 261155431, 261155432, 261155434, 261155435, 3196434302, 3196434301, 261155437, 261155438, 261155439, 261155440, 261155441, 261218396, 261218394, 261155439, 261155438, 261162534, 261162535, 261162536, 261162537, 261162538, 261345793, 261268315, 261268316, 261196763, 261130598, 261334686, 261255671, 261142160, 261255641, 261194710, 261255639, 261231242, 261131840, 261131841, 261199248, 365231640, 261199248, 261213375, 261302392, 261169932, 261184359, 261116760, 261198043, 261130617, 261196753, 261198042, 261243778, 261243777, 261166197, 261166196, 261116755, 261166195, 261184354, 261166195, 261116755, 261166196, 261166197, 261223466, 261136024, 261174125, 261192093, 261223467, 261155460, 261155461, 261155462, 11374878403, 261281726, 261218407, 261226104, 261218407, 261281726, 11374878403, 261155462, 261155461, 261155460, 261155458, 261155460, 261223467, 261223468, 261223470, 261166202, 261144677, 261169665, 261169666, 261211666, 261281728, 261268327, 261268325, 261268323, 261196771, 261192064, 261130622, 261192065, 261174131, 261135998, 261135999, 261243781, 261243783, 261135992, 261135993, 261192097, 261218893, 261160977, 261280664, 261174229, 261135996, 261243786, 261243787, 261116766, 261169936, 261169937, 261169939, 1721116561, 261142895, 261116769, 261116768, 261116767, 261116766, 261116764, 261116763, 261116762, 261198045, 261159335, 261198045, 261116762, 261184361, 261169934, 261302393, 261213377, 261199250, 261131837, 261131839, 261131840, 261231242, 261255639, 261194710, 261255641, 261142160, 261255671, 261255667, 261162587, 261255664, 261255663, 261201133, 261222175, 261255662, 261255661, 261133376, 261319952, 261189397, 261189396, 261218865, 261319957, 261319959, 1865132104, 261180627, 1865132461, 2667114408, 1865132622, 261319972, 261266919, 261142913, 261142925, 261142909, 261319974, 261225230, 261129374, 261129472, 261129374, 261225230, 261195768, 261142923, 261225229, 261225228, 261225227, 261329467, 261329458, 261218268, 261217610, 261217609, 261217608, 261191894, 261191895]"
5,"[261176804, 261219406, 261219405, 261186156, 261219403, 261211114, 261211115, 261161770, 261261982, 261219673, 261261981, 261192046, 261261981, 261257931, 261143039, 261143038, 5862186234, 261276604, 261262901, 261146676, 261156507, 261276598, 261215221, 261275574, 261215221, 261276598, 261156507, 261146676, 261262901, 261146723, 261262904, 261262908, 261146726, 261262908, 261262904, 261146723, 261262901, 261146676, 261146674, 261207344, 261207345, 261152681, 261251814, 261279899, 261174911, 261283280, 261127016, 261235346, 261332210, 261214230, 261222622, 261114795, 261114796, 261114799, 261114800, 261114801, 261114802, 261114803, 261114805, 261114806, 261114807, 261114808, 261114809, 261114810, 261158788, 261149495, 4335771163, 5885340795, 459968153, 459968154, 401462151, 250279048, 401468663, 401481260, 401481062, 401479643, 2420457551, 10834655588, 2986577892, 401480205, 1371787492, 250352912, 8531239685, 614403377, 614403288, 261089448, 614403287, 261111758, 614403287, 766963040, 261089451, 261207331, 3566215774, 7221588916, 7221588911, 261176825, 2376676441, 261176829, 261176826, 2247306053, 2247306848, 261101469, 261130108, 720551324, 261130107, 720551502, 261105532, 261130104, 261130103, 261130102, 261112095, 261263256, 261152685, 261263242, 261251832, 261263240, 7221588888, 261279949, 7221588889, 2158445502, 261214262, 261214293, 718660560, 261222654, 261122333, 718465662, 261122335, 261122337, 261191912, 261191913, 261256228, 261214864, 261118865, 261118864, 261184465, 261242914, 261242916, 261242918, 261198753, 261144602, 261242920, 261285155, 261214553, 261149514, 261200029, 4332986833, 261200027, 261247710, 261247713, 6291445844, 718382737, 718382742, 261148909, 261148910, 261207777, 261136210, 261207777, 261148910, 261148909, 718382742, 718382737, 6291445844, 261161838, 261302474, 261185707, 261200025, 4332986840, 261149451, 261214549, 261285152, 261144596, 261198749, 261292048, 261307525, 261303553, 261184461, 261118860, 261256223, 261224991, 261190760, 261307526, 261264472, 261137045, 261222641, 261214243, 261292631, 261244186, 261326642, 261127143, 261326645, 261145407, 718466111, 261238625, 261097933, 261207327, 261207328, 261152692, 261207329, 719017549, 261089428, 261202928, 261177729, 4070142365, 4070142362, 614403276, 261112120, 614403276, 4070142362, 261176804]"
24,"[457081414, 1368276075, 250278803, 261165074, 1368276102, 261165076, 261165077, 261198161, 261198162, 734769922, 261115195, 261198165, 261226285, 261117447, 261117428, 261289121, 261304661, 261293549, 7489747564, 281231730, 261304670, 261133048, 261291029, 261134295, 261129954, 261170661, 261118389, 261118365, 261118366, 261132189, 261141626, 261141627, 261224233, 261198983, 261198984, 261342596, 261342598, 261269638, 261265661, 261269636, 261118372, 261267405, 261269634, 261213747, 261213748, 261213749, 261213748, 307818582, 317987181, 261269631, 261269630, 261269628, 261269626, 261194513, 261117446, 261226255, 261198174, 261154578, 261154552, 317637772, 1250155721, 317637772, 261154552, 261154578, 261198174, 261198173, 261198172, 261198171, 261198170, 261146433, 261198169, 261115554, 261198168, 261141612, 261132244, 261156586, 261170646, 261134287, 261198167, 261133040, 261118046, 261198165, 261115195, 734769922, 261198162, 261198161, 261165077, 261165076, 1368276102, 261165074, 250278803, 1368276075, 457081414]"
18,"[344365298, 344365296, 353796808, 353809219, 102708200, 344357797, 263984850, 263984851, 102713551, 2291929257, 250755798, 344804280, 102713553, 102713555, 263984671, 102713556, 261278115, 258964576, 269445370, 269446293, 269446276, 27440477, 713311573, 27440558, 27440570, 27440571, 27440572, 27440577, 739102754, 739119091, 739119059, 739119065, 739119052, 258022808, 619030961, 271278860, 258022887, 271278847, 736932687, 271278847, 258022887, 736932535, 739118591, 739118595, 739119123, 272215873, 10845477605, 10845477607, 10845477610, 250755885, 10845363478, 10845363481, 250755898, 10845363482, 10845363485, 10845363491, 10845363494, 10845363499, 10845363502, 26098166, 26099544, 250755865, 250755868, 10845363503, 10845487506, 10845363495, 10845363498, 10845363486, 258487917, 250755854, 1638702869, 258964147, 258964179, 258964440, 264429103, 261209198, 261209197, 261171338, 264429295, 366593181, 2291929259, 262072286, 262072379, 102713551, 263984851, 263984850, 344357797, 102708200, 353809219, 353796808, 344365296, 344365298, 345370273, 345370271, 102713547, 4269601033, 261916117, 261915950, 261916117, 4269601033, 102713547, 345370271, 345370273, 344365298]"
12,"[1309327014, 261209369, 261207410, 401357315, 538647026, 1324310269, 2123487248, 5906917261, 1324298357, 1309509960, 1324295754, 1324295738, 1619646529, 1619646535, 1324291790, 2511935726, 256611723, 262150148, 256613320, 8815131638, 709361059, 8815131644, 8815131651, 9411148664, 287260702, 9775419904, 287261042, 265647254, 258020600, 265647291, 258966841, 258022670, 9169043210, 261119987, 262248040, 1624741086, 9743838781, 1624741086, 262248040, 258965847, 35313346, 265644420, 265644217, 262348594, 288070815, 262348596, 739187928, 262348632, 261296277, 418158485, 418158483, 9223647332, 418158482, 261252899, 261252901, 261227311, 5892598780, 261207555, 5892613807, 261248385, 261114922, 261115149, 261248388, 261172224, 261235129, 261248390, 261135320, 261129948, 261170710, 261156571, 261132140, 261156571, 261170710, 261170711, 261170712, 261170714, 261143241, 261170715, 261135316, 261135315, 261252117, 261320009, 261285636, 261154225, 261154221, 261154216, 261154212, 261154211, 261154210, 261261490, 345098349, 1308208283, 1324358140, 1308208334, 1324353886, 1324363038, 1308208346, 1308208368, 1308208294, 1308208371, 1308208299, 1308208293, 261161755, 261145361, 261177620, 261341964, 261228577, 261197737, 261151983, 261253008, 5893011175, 5893011173, 5893011170, 5893041386, 5893036083, 5893052089, 261174717, 6042836026, 6042833847, 6042833853, 6042833857, 10922673570, 6042833857, 261151306, 261151304, 261151303, 261151302, 261151301, 261151300, 345510762, 261151299, 261211004, 10738158858, 261151297, 5845562142, 10738158864, 261211001, 261211000, 1309327014]"
