cluster,latitude,longitude,Cluster_Label
-1,42.001803532,-87.769937891,
-1,41.970978538,-87.817963227,
-1,41.782897173,-87.681599034,
-1,42.00323462,-87.761886279,
-1,42.00675464,-87.762833491,
-1,41.990313517,-87.751224076,
-1,41.891393085,-87.736884879,
-1,41.972087778,-87.648504528,
-1,41.681367256,-87.710585523,
-1,41.995796916,-87.816696204,
-1,42.005739901,-87.900485878,
-1,41.662943295,-87.581435801,
-1,41.963015867,-87.840702595,
-1,41.843072864,-87.60994543,
-1,41.865916967,-87.743017815,
-1,41.959818031,-87.840510303,
-1,41.912709263,-87.629127598,
-1,41.763047179,-87.741868715,
-1,41.991818007,-87.884615435,
-1,41.912709263,-87.629127598,
-1,41.645075822,-87.574483491,
-1,41.846721794,-87.668362928,
-1,41.869789943,-87.636416836,
-1,41.891894474,-87.738316268,
-1,41.84428835,-87.67563646,
-1,41.956899273,-87.793172024,
-1,41.787398367,-87.577746575,
-1,41.971609414,-87.818509745,
-1,41.976947616,-87.81318931,
-1,41.859307373,-87.609865273,
-1,41.648588776,-87.539964437,
-1,41.780054439,-87.578547737,
-1,41.997649647,-87.81132481,
-1,42.006074109,-87.927364891,
-1,41.740235614,-87.627926351,
-1,41.798040059,-87.613983806,
-1,41.995753642,-87.756339452,
-1,41.780076399,-87.581058943,
-1,41.99740806,-87.780814512,
-1,41.889931977,-87.738246337,
-1,41.993483391,-87.795743151,
-1,41.996621391,-87.800749329,
-1,41.984346333,-87.652694909,
-1,41.81245453,-87.648813701,
-1,41.678612378,-87.540042376,
-1,41.962557198,-87.843820407,
-1,41.815729704,-87.680616961,
-1,41.693652389,-87.717991355,
-1,41.994432661,-87.758871268,
-1,42.015237262,-87.810739427,
-1,41.735223326,-87.700286789,
-1,42.00094396,-87.796136558,
-1,41.694367422,-87.713165993,
-1,41.826846276,-87.709166655,
-1,41.81139508,-87.734249216,
-1,42.012515836,-87.813940974,
-1,41.661187174,-87.618023143,
-1,41.973687673,-87.648969137,
-1,41.975370561,-87.744078593,
-1,41.98626789,-87.835690223,
-1,41.918795553,-87.630853747,
-1,41.696347386,-87.714424878,
-1,41.710811858,-87.584676165,
-1,41.915556201,-87.627531127,
-1,41.696327609,-87.710763447,
-1,41.798040059,-87.613983806,
-1,41.762185191,-87.738625452,
-1,42.003399209,-87.761873768,
-1,41.978656522,-87.65158598,
-1,41.755643067,-87.543708692,
-1,41.981663799,-87.728400419,
-1,41.683875796,-87.725490546,
-1,41.917056799,-87.630134301,
-1,41.721219463,-87.526071605,
-1,41.888186139,-87.613968614,
-1,41.797344969,-87.724969623,
-1,41.814604963,-87.592892601,
-1,41.813329205,-87.650532144,
-1,41.697931629,-87.718144635,
-1,41.659169513,-87.562743051,
-1,41.683386421,-87.545068687,
-1,42.007880545,-87.766315218,
-1,41.815726254,-87.658646885,
-1,41.981667072,-87.73689272,
-1,41.822321202,-87.724032519,
-1,41.859834555,-87.613842286,
