17
41.966053,-87.728115
41.987093,-87.740728
41.990160,-87.726830
41.983326,-87.732106
41.984765,-87.738369
41.996088,-87.741073
41.958096,-87.744194
20
41.979550,-87.692845
41.982268,-87.676583
41.975098,-87.647031
19
41.947400,-87.651512
41.926232,-87.633888
41.926489,-87.631294
41.964927,-87.639109
41.967359,-87.643757
41.928165,-87.635028
41.960748,-87.635996
41.933327,-87.633204
41.946392,-87.638094
41.960050,-87.637695
41.962450,-87.642552
25
41.918609,-87.765574
41.911657,-87.800363
41.908963,-87.800304
41.913199,-87.802248
14
41.921103,-87.697452
41.906963,-87.701271
22
41.691435,-87.668520
41.681430,-87.706492
41.692597,-87.702456
41.709627,-87.669614
41.678868,-87.675385
41.727868,-87.676206
41.706006,-87.713863
41.705888,-87.720215
41.715242,-87.662050
41.700168,-87.720660
41.705421,-87.707438
41.706520,-87.672942
41.682314,-87.708828
41.709023,-87.690333
41.684169,-87.706466
41.703662,-87.716928
41.727889,-87.673212
41.685402,-87.714687
41.708176,-87.719071
41.685255,-87.707926
41.684933,-87.711071
41.696216,-87.689916
41.699634,-87.710891
41.687358,-87.712451
41.707747,-87.675484
5
41.692723,-87.604506
41.655810,-87.605132
41.673396,-87.658848
41.705678,-87.600944
41.675256,-87.601696
41.685774,-87.601490
41.711378,-87.600320
41.692493,-87.598703
41.707519,-87.601839
41.722097,-87.601436
41.657369,-87.591934
41.712860,-87.592465
41.677662,-87.652872
24
41.999763,-87.671324
42.004679,-87.708285
42.010910,-87.709144
42.019043,-87.700641
18
41.903242,-87.643352
41.899328,-87.647944
41.922451,-87.632206
41.892164,-87.607702
12
41.862977,-87.656973
41.857480,-87.666334
41.863740,-87.676168
41.890724,-87.642528
41.886608,-87.689353
41.849604,-87.658629
11
41.873582,-87.705488
41.869287,-87.692302
41.889765,-87.732581
7
41.779632,-87.660887
41.786588,-87.677195
3
41.766431,-87.605748
41.776400,-87.570448
41.791161,-87.579837
41.781410,-87.575701
41.778301,-87.579382
4
41.707933,-87.568349
41.702761,-87.536487
41.653221,-87.545927
41.707138,-87.554969
41.707756,-87.580709
41.651431,-87.527258
41.648132,-87.561901
41.666143,-87.540576
41.719917,-87.578237
41.680944,-87.539651
41.758175,-87.549934
41.707787,-87.584946
41.669425,-87.544174
41.682334,-87.559351
41.660801,-87.585938
41.660639,-87.578681
41.660392,-87.588799
6
41.752137,-87.644229
41.736260,-87.628069
41.740919,-87.631968
41.742710,-87.634088
41.743220,-87.636732
10
41.856685,-87.708382
41.847528,-87.665951
41.860147,-87.699067
41.840748,-87.685269
41.820337,-87.743499
41.840449,-87.690208
41.854657,-87.737050
1
41.858373,-87.627356
41.863197,-87.614818
41.850657,-87.612881
41.866312,-87.610124
41.865001,-87.617147
41.861131,-87.617947
41.880602,-87.617252
41.872893,-87.620588
9
41.837394,-87.646408
41.811607,-87.675175
41.831990,-87.694869
41.828195,-87.659316
41.823195,-87.660513
41.813948,-87.658603
41.830890,-87.635503
41.811445,-87.658545
41.823391,-87.650294
41.819342,-87.655820
41.813986,-87.655290
41.839721,-87.675412
2
41.830702,-87.623395
41.830991,-87.605660
41.825775,-87.600572
41.803521,-87.581925
41.809763,-87.590194
41.816490,-87.594914
41.837954,-87.608110
15
41.880083,-87.768200
41.871011,-87.757797
41.866639,-87.744785
41.868174,-87.754617
